generation,gac,mean_novelty,archive_size
630,7.46,0.5515372886598645,200
631,7.52,0.5312648032417718,200
632,6.72,0.5556501471478166,200
633,6.8,0.5026628322807131,200
634,6.56,0.5432663762577199,200
635,6.44,0.5427460729376632,200
636,6.72,0.5341155907314739,200
637,6.72,0.5037422759703394,200
638,7.36,0.4829542016347171,200
639,6.68,0.48768082854804007,200
640,7.0,0.5376164650339446,200
641,7.2,0.5467652682266619,200
642,6.94,0.5668702321721457,200
643,7.32,0.5631223677748303,200
644,7.68,0.582484671247714,200
645,7.46,0.5881176466298814,200
646,6.86,0.6256093267439898,200
647,6.92,0.6252402931338142,200
648,6.58,0.6551562831091309,200
649,7.16,0.6019083835825645,200
650,6.74,0.6472623031177795,200
651,7.18,0.6387419713631534,200
652,7.46,0.6183237967626103,200
653,6.56,0.601605865028196,200
654,6.9,0.5867032762412314,200
655,7.64,0.5957182174837254,200
656,7.42,0.568199759969111,200
657,7.5,0.5906907217403514,200
658,6.94,0.616940540804988,200
659,8.64,0.5540862221024407,200
660,7.08,0.5834162623567677,200
661,7.82,0.5985279187174236,200
662,8.2,0.6077695747797441,200
663,7.4,0.6255435974434553,200
664,8.56,0.6699974481403075,200
665,7.18,0.6246494501974073,200
666,6.72,0.6085804945759165,200
667,7.14,0.5671456146531377,200
668,7.26,0.5849881641544232,200
669,7.04,0.4917950890138251,200
670,7.6,0.4954285913311216,200
671,8.06,0.5222614973085159,200
672,7.64,0.544200553505139,200
673,7.78,0.5305799029249713,200
674,6.66,0.5485737476588984,200
675,6.96,0.5388923651316089,200
676,7.12,0.5007160757383897,200
677,6.68,0.5204336591547626,200
678,6.5,0.4891127985174809,200
679,6.62,0.511282905190464,200
680,7.8,0.4686899776910897,200
681,7.36,0.4330913792288147,200
682,6.96,0.47496755107892524,200
683,7.34,0.467230144274966,200
684,6.4,0.4893441296878104,200
685,6.98,0.4451847885441131,200
686,6.8,0.4823487913708114,200
687,7.26,0.4984773564730922,200
688,7.12,0.5129251809941175,200
